URL,Label
http://babal.net/books/view/29/%D9%84%D8%A7-%D9%84%D8%A3%D8%A8%D8%AD%D8%A7%D8%AB-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A7%D8%AA,0
https://qrco.de/bfOTsZ,1
https://grefghdf.com/,1
https://sign-in-att-109479.weeblysite.com/,1
https://pub-18b1940b75684bf3bcc83b5a6e5d564c.r2.dev/pi-or.html,1
http://allegro.pl/listing/listing.php?bmatch=seng-v10-p-sm-pers-isqm-chl-moda-0414&id=7&order=m&string=%7Bstring%7D,0
https://idm.in/oI2E1o7,1
http://9gag.tv/p/a5QaPd/this-be-my-eyes-app-lets-people-with-sight-guide-blind-people-over-video-chat,0
http://metro.co.uk/2015/05/13/big-brother-2015-katie-price-hits-out-at-housemate-adjoa-mensah-calling-her-a-st-5194470/,0
https://q-r.to/bfKBCZ,1
https://ypro0asz.web.app/,1
http://mic.com/articles/117296/j-k-rowling-just-apologized-for-killing-a-harry-potter-character,0
http://ap.org/Content/Press-Release/2012/AP-Captures-the-World-photo-exhibit-to-open-in-Tokyo,0
http://udn.com/news/story/7261/898590-%E6%A9%9F%E5%A0%B4%E6%90%9E%E4%B8%9F%E5%AE%9A%E6%83%85%E8%A1%A8-%E7%B1%B3%E5%8F%AF%E7%99%BD%E7%9B%BC%E5%A5%BD%E5%BF%83%E4%BA%BA%E6%AD%B8%E9%82%84,0
https://pub-b30ee5a7111048138888e0e92e228072.r2.dev/link.html,1
http://depositphotos.com/search.html?st=0&image=1&vector=0&video=0&sorting=best_match&editorial_only=1&editorial_exclude=0&orientation=all&search_size=all&limit=60&nudity=0&query=girl,0
https://norwaupdate2.wpenginepowered.com/gui/mm/one.html,1
http://deadspin.com/tom-brady-earns-xx-game-suspension-for-role-in-deflatin-1703306193/templates/closure/,0
http://olx.ro/i2/electronice-si-electrocasnice/telefoane-mobile/telefoane-fixe-fax/,0
http://pornsharing.com/smothering-session-with-asian-thick-ass-domme-mena-li_v78296,0
http://yourlust.com/videos/hot-blooded-blonde-beauty-has-a-romantic-sex-with-her-lover.html,0
https://id8237462222123.firebaseapp.com/,1
https://pub-9afa564ff83944b49ae1222111a109cb.r2.dev/index.html,1
http://rocketnews24.com/tag/%e3%83%a9%e3%83%b3%e3%83%81%e3%83%91%e3%83%83%e3%82%af/,0
https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2ffirebasestorage.googleapis.com%2fv0%2fb%2fouuiyyebgyiioo.appspot.com%2fo%2findex.html%3falt%3dmedia%26token%3d5bbb572d%2d8000%2d4720%2da032%2d55b2245c47ea&amp;umid=4FED00F3-10DB-C106-8CD6-15E066967A82&amp;auth=8433cbf337ddce28a0e628ea9b1f4d7caf95d774-e0679d4ce871f3a01b714c3ac08d9986fea541ba,1
http://cookpad.com/login?rt=%2Fcategory%2Frecommend%2F10%3Frt%3D%252Fcategory%252F10,0
https://hushmail.web.app/,1
http://tunein.com/radio/Australasia-r100297/15480783/ca-pub-1542925551861702/TuneInSearch,0
http://kenh14.vn/la-cool/30-y-tuong-phat-minh-thong-minh-va-doc-dao-den-bat-ngo-trong-nam-2014-p2-20141217041917920.chn,0
http://hdfcbank.com/assets/popuppages/important_terms_and_conditions_personal_cards.htm,0
https://docs.google.com/presentation/d/e/2PACX-1vSagq7PV67PX_s8X-YXCBBMWdT4v5tZ5bCQK0cYhPhuascCxWLVOCgrjdHv3oSboJAAXnoo9BxTR3LE/pub,1
https://bt-cmp.link.cam/,1
https://help762544assetbusiness24.github.io/protectionnsdeactivedsuppoorrtt/,1
https://athscknfkjncnmdjmmgatt.square.site/,1
http://ap.org/Content/AP-In-The-News/2013/AP-hires-Alan-Suderman-as-Va-Statehouse-Reporter,0
https://mnxmcvxmz.wixsite.com/vncmc,1
http://lenovo.com/ISS_Static/WW/site/scripts/fancybox/jquery.fancybox-1.3.4.pack.js,0
http://pub-7dc41cd2c4614a659a40cbdcfaa87c9c.r2.dev/2100.html,1
https://sites.google.com/view/fac-tura-tion-esp-ace05/home,1
http://extratorrent.cc/torrent/4189881/Udemy+-+This+Is+How+You+Make+iPhone+Apps+-+iOS+Development+Course.html,0
http://atwiki.jp/wiki/%E3%82%BF%E3%83%83%E3%82%B0%E3%83%95%E3%82%A9%E3%83%BC%E3%82%B9,0
https://qrco.de/bfK5QW,1
http://tobogo.net/cdsb/board.php?board=knowhow&bm=view&no=980&category=&auth=&page=1&search=&keyword=&recom=,0
https://fonefacillbradesc-bia.com/,1
http://web.de/magazine/unterhaltung/adel/royal-baby-2/wohnt-prinzessin-charlotte-elizabeth-diana-30619870,0
https://provincia-ar.webcindario.com/,1
https://bit.ly/3XGbfC3,1
https://tinyurl.com/5cmk2vny,1
https://chaselogin215.firebaseapp.com/,1
https://oppercaseunitweb.weebly.com/,1
https://ipfs.io/ipfs/QmXainbmdRT25WHrCW2UXhzFuFK4XGUphEaghH6m78QLZf,1
http://censor.net.ua/video_news/335797/ya_hochu_chtoby_mne_nazyvali_tseny_v_grivnah_poroshenko_prigrozil_uvolneniem_tem_chinovnikam_kotorye,0
https://docs.google.com/presentation/d/e/2PACX-1vRJ_gPoYTPDeDKXXCoN-ItpY-BYaZhXil3WVB1Rj5gw_vPDp2Kto9Vx7d4n4BUlYJnBxf9kMfCz6sab/pub?start=false&amp;loop=false&amp;delayms=3000,1
